00,ASUNCIÓN,00,ASUNCIÓN,0000
01,CONCEPCIÓN,01,CONCEPCIÓN,0101
01,CONCEPCIÓN,02,BELÉN,0102
01,CONCEPCIÓN,03,HORQUETA,0103
01,CONCEPCIÓN,04,LORETO,0104
01,CONCEPCIÓN,05,SAN CARLOS DEL APA,0105
01,CONCEPCIÓN,06,SAN LÁZARO,0106
01,CONCEPCIÓN,07,YBY YAÚ,0107
01,CONCEPCIÓN,08,AZOTE'Y,0108
01,CONCEPCIÓN,09,SARGENTO JOSÉ FÉLIX LÓPEZ,0109
02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,0201
02,SAN PEDRO,02,ANTEQUERA,0202
02,SAN PEDRO,03,CHORÉ,0203
02,SAN PEDRO,04,GENERAL ELIZARDO AQUINO,0204
02,SAN PEDRO,05,ITACURUBÍ DEL ROSARIO,0205
02,SAN PEDRO,06,LIMA,0206
02,SAN PEDRO,07,NUEVA GERMANIA,0207
02,SAN PEDRO,08,SAN ESTANISLAO,0208
02,SAN PEDRO,09,SAN PABLO,0209
02,SAN PEDRO,10,TACUATÍ,0210
02,SAN PEDRO,11,UNIÓN,0211
02,SAN PEDRO,12,25 DE DICIEMBRE,0212
02,SAN PEDRO,13,VILLA DEL ROSARIO,0213
02,SAN PEDRO,14,GENERAL FRANCISCO ISIDORO RESQUÍN,0214
02,SAN PEDRO,15,YATAITY DEL NORTE,0215
02,SAN PEDRO,16,GUAJAYVI,0216
02,SAN PEDRO,17,CAPIIBARY,0217
02,SAN PEDRO,18,SANTA ROSA DEL AGUARAY,0218
02,SAN PEDRO,19,YRYBUCUA,0219
02,SAN PEDRO,20,LIBERACIÓN,0220
03,CORDILLERA,01,CAACUPÉ,0301
03,CORDILLERA,02,ALTOS,0302
03,CORDILLERA,03,ARROYOS Y ESTEROS,0303
03,CORDILLERA,04,ATYRÁ,0304
03,CORDILLERA,05,CARAGUATAY,0305
03,CORDILLERA,06,EMBOSCADA,0306
03,CORDILLERA,07,EUSEBIO AYALA,0307
03,CORDILLERA,08,ISLA PUCÚ,0308
03,CORDILLERA,09,ITACURUBÍ DE LA CORDILLERA,0309
03,CORDILLERA,10,JUAN DE MENA,0310
03,CORDILLERA,11,LOMA GRANDE,0311
03,CORDILLERA,12,MBOCAYATY DEL YHAGUY,0312
03,CORDILLERA,13,NUEVA COLOMBIA,0313
03,CORDILLERA,14,PIRIBEBUY,0314
03,CORDILLERA,15,PRIMERO DE MARZO,0315
03,CORDILLERA,16,SAN BERNARDINO,0316
03,CORDILLERA,17,SANTA ELENA,0317
03,CORDILLERA,18,TOBATÍ,0318
03,CORDILLERA,19,VALENZUELA,0319
03,CORDILLERA,20,SAN JOSE OBRERO,0320
04,GUAIRÁ,01,VILLARRICA,0401
04,GUAIRÁ,02,BORJA,0402
04,GUAIRÁ,03,CAPITÁN MAURICIO JOSÉ TROCHE,0403
04,GUAIRÁ,04,CORONEL MARTÍNEZ,0404
04,GUAIRÁ,05,FÉLIX PÉREZ CARDOZO,0405
04,GUAIRÁ,06,GRAL. EUGENIO A. GARAY,0406
04,GUAIRÁ,07,INDEPENDENCIA,0407
04,GUAIRÁ,08,ITAPÉ,0408
04,GUAIRÁ,09,ITURBE,0409
04,GUAIRÁ,10,JOSÉ FASSARDI,0410
04,GUAIRÁ,11,MBOCAYATY,0411
04,GUAIRÁ,12,NATALICIO TALAVERA,0412
04,GUAIRÁ,13,ÑUMÍ,0413
04,GUAIRÁ,14,SAN SALVADOR,0414
04,GUAIRÁ,15,YATAITY,0415
04,GUAIRÁ,16,DOCTOR BOTTRELL,0416
04,GUAIRÁ,17,PASO YOBAI,0417
04,GUAIRÁ,18,TEBICUARY,0418
05,CAAGUAZÚ,01,CORONEL OVIEDO,0501
05,CAAGUAZÚ,02,CAAGUAZÚ,0502
05,CAAGUAZÚ,03,CARAYAÓ,0503
05,CAAGUAZÚ,04,DR. CECILIO BÁEZ,0504
05,CAAGUAZÚ,05,SANTA ROSA DEL MBUTUY,0505
05,CAAGUAZÚ,06,DR. JUAN MANUEL FRUTOS,0506
05,CAAGUAZÚ,07,REPATRIACIÓN,0507
05,CAAGUAZÚ,08,NUEVA LONDRES,0508
05,CAAGUAZÚ,09,SAN JOAQUÍN,0509
05,CAAGUAZÚ,10,SAN JOSÉ DE LOS ARROYOS,0510
05,CAAGUAZÚ,11,YHÚ,0511
05,CAAGUAZÚ,12,DR. J. EULOGIO ESTIGARRIBIA,0512
05,CAAGUAZÚ,13,R.I. 3 CORRALES,0513
05,CAAGUAZÚ,14,RAÚL ARSENIO OVIEDO,0514
05,CAAGUAZÚ,15,JOSÉ DOMINGO OCAMPOS,0515
05,CAAGUAZÚ,16,MARISCAL FRANCISCO SOLANO LÓPEZ,0516
05,CAAGUAZÚ,17,LA PASTORA,0517
05,CAAGUAZÚ,18,3 DE FEBRERO,0518
05,CAAGUAZÚ,19,SIMÓN BOLIVAR,0519
05,CAAGUAZÚ,20,VAQUERÍA,0520
05,CAAGUAZÚ,21,TEMBIAPORÁ,0521
05,CAAGUAZÚ,22,NUEVA TOLEDO,0522
06,CAAZAPÁ,01,CAAZAPÁ,0601
06,CAAZAPÁ,02,ABAÍ,0602
06,CAAZAPÁ,03,BUENA VISTA,0603
06,CAAZAPÁ,04,DR. MOISÉS S. BERTONI,0604
06,CAAZAPÁ,05,GRAL. HIGINIO MORÍNIGO,0605
06,CAAZAPÁ,06,MACIEL,0606
06,CAAZAPÁ,07,SAN JUAN NEPOMUCENO,0607
06,CAAZAPÁ,08,TAVAÍ,0608
06,CAAZAPÁ,09,YEGROS,0609
06,CAAZAPÁ,10,YUTY,0610
06,CAAZAPÁ,11,3 DE MAYO,0611
07,ITAPÚA,01,ENCARNACIÓN,0701
07,ITAPÚA,02,BELLA VISTA,0702
07,ITAPÚA,03,CAMBYRETÁ,0703
07,ITAPÚA,04,CAPITÁN MEZA,0704
07,ITAPÚA,05,CAPITÁN MIRANDA,0705
07,ITAPÚA,06,NUEVA ALBORADA,0706
07,ITAPÚA,07,CARMEN DEL PARANÁ,0707
07,ITAPÚA,08,CORONEL BOGADO,0708
07,ITAPÚA,09,CARLOS ANTONIO LÓPEZ,0709
07,ITAPÚA,10,NATALIO,0710
07,ITAPÚA,11,FRAM,0711
07,ITAPÚA,12,GENERAL ARTIGAS,0712
07,ITAPÚA,13,GENERAL DELGADO,0713
07,ITAPÚA,14,HOHENAU,0714
07,ITAPÚA,15,JESÚS,0715
07,ITAPÚA,16,JOSÉ LEANDRO OVIEDO,0716
07,ITAPÚA,17,OBLIGADO,0717
07,ITAPÚA,18,MAYOR JULIO DIONISIO OTAÑO,0718
07,ITAPÚA,19,SAN COSME Y DAMIÁN,0719
07,ITAPÚA,20,SAN PEDRO DEL PARANÁ,0720
07,ITAPÚA,21,SAN RAFAEL DEL PARANÁ,0721
07,ITAPÚA,22,TRINIDAD,0722
07,ITAPÚA,23,EDELIRA,0723
07,ITAPÚA,24,TOMÁS ROMERO PEREIRA,0724
07,ITAPÚA,25,ALTO VERÁ,0725
07,ITAPÚA,26,LA PAZ,0726
07,ITAPÚA,27,YATYTAY,0727
07,ITAPÚA,28,SAN JUAN DEL PARANÁ,0728
07,ITAPÚA,29,PIRAPÓ,0729
07,ITAPÚA,30,ITAPÚA POTY,0730
08,MISIONES,01,SAN JUAN BAUTISTA DE LAS MISIONES,0801
08,MISIONES,02,AYOLAS,0802
08,MISIONES,03,SAN IGNACIO,0803
08,MISIONES,04,SAN MIGUEL,0804
08,MISIONES,05,SAN PATRICIO,0805
08,MISIONES,06,SANTA MARÍA,0806
08,MISIONES,07,SANTA ROSA,0807
08,MISIONES,08,SANTIAGO,0808
08,MISIONES,09,VILLA FLORIDA,0809
08,MISIONES,10,YABEBYRY,0810
09,PARAGUARÍ,01,PARAGUARÍ,0901
09,PARAGUARÍ,02,ACAHAY,0902
09,PARAGUARÍ,03,CAAPUCÚ,0903
09,PARAGUARÍ,04,CABALLERO,0904
09,PARAGUARÍ,05,CARAPEGUÁ,0905
09,PARAGUARÍ,06,ESCOBAR,0906
09,PARAGUARÍ,07,LA COLMENA,0907
09,PARAGUARÍ,08,MBUYAPEY,0908
09,PARAGUARÍ,09,PIRAYÚ,0909
09,PARAGUARÍ,10,QUIINDY,0910
09,PARAGUARÍ,11,QUYQUYHÓ,0911
09,PARAGUARÍ,12,ROQUE GONZÁLEZ DE SANTACRUZ,0912
09,PARAGUARÍ,13,SAPUCÁI,0913
09,PARAGUARÍ,14,TEBICUARY-MÍ,0914
09,PARAGUARÍ,15,YAGUARÓN,0915
09,PARAGUARÍ,16,YBYCUÍ,0916
09,PARAGUARÍ,17,YBYTYMÍ,0917
10,ALTO PARANÁ,01,CIUDAD DEL ESTE,1001
10,ALTO PARANÁ,02,PRESIDENTE FRANCO,1002
10,ALTO PARANÁ,03,DOMINGO MARTÍNEZ DE IRALA,1003
10,ALTO PARANÁ,04,DR. JUAN LEÓN MALLORQUÍN,1004
10,ALTO PARANÁ,05,HERNANDARIAS,1005
10,ALTO PARANÁ,06,ITAKYRY,1006
10,ALTO PARANÁ,07,JUAN E. O'LEARY,1007
10,ALTO PARANÁ,08,ÑACUNDAY,1008
10,ALTO PARANÁ,09,YGUAZÚ,1009
10,ALTO PARANÁ,10,LOS CEDRALES,1010
10,ALTO PARANÁ,11,MINGA GUAZÚ,1011
10,ALTO PARANÁ,12,SAN CRISTOBAL,1012
10,ALTO PARANÁ,13,SANTA RITA,1013
10,ALTO PARANÁ,14,NARANJAL,1014
10,ALTO PARANÁ,15,SANTA ROSA DEL MONDAY,1015
10,ALTO PARANÁ,16,MINGA PORÃ,1016
10,ALTO PARANÁ,17,MBARACAYÚ,1017
10,ALTO PARANÁ,18,SAN ALBERTO,1018
10,ALTO PARANÁ,19,IRUÑA,1019
10,ALTO PARANÁ,20,SANTA FE DEL PARANÁ,1020
10,ALTO PARANÁ,21,TAVAPY,1021
10,ALTO PARANÁ,22,DR. RAÚL PEÑA,1022
11,CENTRAL,01,AREGUÁ,1101
11,CENTRAL,02,CAPIATÁ,1102
11,CENTRAL,03,FERNANDO DE LA MORA,1103
11,CENTRAL,04,GUARAMBARÉ,1104
11,CENTRAL,05,ITÁ,1105
11,CENTRAL,06,ITAUGUÁ,1106
11,CENTRAL,07,LAMBARÉ,1107
11,CENTRAL,08,LIMPIO,1108
11,CENTRAL,09,LUQUE,1109
11,CENTRAL,10,MARIANO ROQUE ALONSO,1110
11,CENTRAL,11,NUEVA ITALIA,1111
11,CENTRAL,12,ÑEMBY,1112
11,CENTRAL,13,SAN ANTONIO,1113
11,CENTRAL,14,SAN LORENZO,1114
11,CENTRAL,15,VILLA ELISA,1115
11,CENTRAL,16,VILLETA,1116
11,CENTRAL,17,YPACARAÍ,1117
11,CENTRAL,18,YPANÉ,1118
11,CENTRAL,19,J. AUGUSTO SALDIVAR,1119
12,ÑEEMBUCÚ,01,PILAR,1201
12,ÑEEMBUCÚ,02,ALBERDI,1202
12,ÑEEMBUCÚ,03,CERRITO,1203
12,ÑEEMBUCÚ,04,DESMOCHADOS,1204
12,ÑEEMBUCÚ,05,GRAL. JOSÉ EDUVIGIS DÍAZ,1205
12,ÑEEMBUCÚ,06,GUAZÚ-CUÁ,1206
12,ÑEEMBUCÚ,07,HUMAITÁ,1207
12,ÑEEMBUCÚ,08,ISLA UMBÚ,1208
12,ÑEEMBUCÚ,09,LAURELES,1209
12,ÑEEMBUCÚ,10,MAYOR JOSÉ DEJESÚS MARTÍNEZ,1210
12,ÑEEMBUCÚ,11,PASO DE PATRIA,1211
12,ÑEEMBUCÚ,12,SAN JUAN BAUTISTA DE ÑEEMBUCÚ,1212
12,ÑEEMBUCÚ,13,TACUARAS,1213
12,ÑEEMBUCÚ,14,VILLA FRANCA,1214
12,ÑEEMBUCÚ,15,VILLA OLIVA,1215
12,ÑEEMBUCÚ,16,VILLALBÍN,1216
13,AMAMBAY,01,PEDRO JUAN CABALLERO,1301
13,AMAMBAY,02,BELLA VISTA,1302
13,AMAMBAY,03,CAPITÁN BADO,1303
13,AMAMBAY,04,ZANJA PYTÁ,1304
14,CANINDEYÚ,01,SALTO DEL GUAIRÁ,1401
14,CANINDEYÚ,02,CORPUS CHRISTI,1402
14,CANINDEYÚ,03,VILLA CURUGUATY,1403
14,CANINDEYÚ,04,VILLA YGATIMÍ,1404
14,CANINDEYÚ,05,ITANARÁ,1405
14,CANINDEYÚ,06,YPEJHÚ,1406
14,CANINDEYÚ,07,FRANCISCO CABALLERO ÁLVAREZ,1407
14,CANINDEYÚ,08,KATUETÉ,1408
14,CANINDEYÚ,09,LA PALOMA DEL ESPÍRITU SANTO,1409
14,CANINDEYÚ,10,NUEVA ESPERANZA,1410
14,CANINDEYÚ,11,YASY CAÑY,1411
14,CANINDEYÚ,12,YBYRAROBANÁ,1412
15,PRESIDENTE HAYES,02,BENJAMÍN ACEVAL,1502
15,PRESIDENTE HAYES,03,PUERTO PINASCO,1503
15,PRESIDENTE HAYES,04,VILLA HAYES,1504
15,PRESIDENTE HAYES,05,NANAWA,1505
15,PRESIDENTE HAYES,06,JOSÉ FALCÓN,1506
15,PRESIDENTE HAYES,07,TTE. 1° MANUEL IRALA FERNÁNDEZ,1507
15,PRESIDENTE HAYES,08,TENIENTE ESTEBAN MARTÍNEZ,1508
15,PRESIDENTE HAYES,09,GENERAL JOSÉ MARÍA BRUGUEZ,1509
16,BOQUERÓN,02,MARISCAL JOSÉ FÉLIX ESTIGARRIBIA,1602
16,BOQUERÓN,04,FILADELFIA,1604
16,BOQUERÓN,05,LOMA PLATA,1605
17,ALTO PARAGUAY,01,FUERTE OLIMPO,1701
17,ALTO PARAGUAY,02,PUERTO CASADO,1702
17,ALTO PARAGUAY,04,BAHÍA NEGRA,1704
17,ALTO PARAGUAY,05,CARMELO PERALTA,1705